LABELS,NEWS
POSITIVE,سندھ میں دو خطرناک وائرسز کے خلاف ویکسینیشن مہم
POSITIVE,کرونا کے علاج کے لیے دوا کی تیاری میں آسٹرازینیکا نے بڑی کامیابی حاصل کر لی
NEUTRAL,کیا چار دیواری کے اندر فیس ماسک کووڈ 19 سے تحفظ فراہم کرسکتا ہے؟
NEGATIVE,آئرن کی کمی سے دل کی صحت کو سخت خطرات
NEUTRAL,بچوں میں کووڈ 19 کے اثرات کے حوالے سے ایک اور تحقیق
NEGATIVE,کرونا وائرس کی وجہ سے ذہنی امراض میں اضافہ
NEUTRAL,بچوں کے لنچ باکس میں کیسی غذائیں رکھنی چاہئیں؟ والدین متوجہ
NEGATIVE,پاکستانی خواتین بریسٹ کینسر کی علامات کے باوجود ڈاکٹرز سے رجوع نہیں کرتیں
POSITIVE,بغیر ماسک ہوٹلنگ کرنے والوں کے لئے وارننگ
NEGATIVE,کورونا سے صحتیاب مریضوں کا امراض قلب میں مبتلا ہونے انکشاف
NEUTRAL,کورونا مریض کے جسم پر عجیب سے نشانات کیوں پڑتے ہیں؟
POSITIVE,عالمی ادارۂ صحت کا روسی ویکسین سے متعلق اہم اعلان
NEUTRAL,ڈھلکی ہوئی جلد کو فلرز کے ذریعے کس طرح بحال کیا جاتا ہے؟
NEUTRAL,بے رونق اور جھڑتے بالوں کے لیے کون سی ٹریٹمنٹ کروائی جاسکتی ہے؟
POSITIVE,وہ وٹامنز جو آپ کی جلد کو خوبصورت بنائیں
NEUTRAL,کھانے کی تصویر سوشل میڈیا پر شیئر کرنے کا نقصان جانتے ہیں؟
POSITIVE,ملیریا ویکسین : عالمی ادارہ صحت نے بڑا فیصلہ کرلیا
NEUTRAL,"صرف ایک ""بیج” آپ کے بالوں کو صحت مند بنا سکتا ہے، لیکن کیسے ؟؟"
POSITIVE,یو اے ای نے اسپوتنک لائٹ ویکسین کے استعمال کی منظوری دے دی
NEUTRAL,سونے سے قبل سخت ورزش نقصان دہ یا فائدہ مند؟ ماہرین نے بتادیا
NEGATIVE,کرونا وائرس کا ایک اور خطرناک پہلو منظر عام پر
NEUTRAL,فائزر ویکسین کتنی مؤثر ہے؟ نئی تحقیق
POSITIVE,سر کی خشکی سے نجات کا آزمودہ طریقہ
NEUTRAL,ذیابیطس:‌ فالج کا خطرہ کس صورت میں بڑھ جاتا ہے؟‌
POSITIVE,ہائی بلڈ پریشر کے مریضوں کیلئے مفید اور آسان مشورہ
NEUTRAL,طب کے ‘نوبیل انعام’  کا حقدار کون ہوگا؟ ماہرین کا بڑا دعویٰ
NEGATIVE,پنجاب اور سندھ میں ڈینگی کیسز میں اضافہ
POSITIVE,کافی کے حیران کن فوائد
POSITIVE,کرونا وائرس سے بچانے والی گولی کے حوصلہ افزا نتائج
NEUTRAL,طبی غلطیوں پر عملے کے لیے ضوابط جاری
POSITIVE,"امریکا میں پیدائشی نابینا افراد پر نیا تجربہ، 2 افراد کی بینائی بحال ہو گئی"
NEUTRAL,ویکسی نیشن کے حوالے سے ایک اور تحقیق
POSITIVE,ایسٹرا زینیکا ویکسین کی افادیت کے بارے میں نئی تحقیق
POSITIVE,امراض کی تشخیص کرنے والی حیرت انگیز چاکلیٹ
NEUTRAL,کچھ افراد کورونا کی سنگین شدت سے کیسے محفوظ رہتے ہیں؟ وجوہات دریافت
NEGATIVE,سندھ بھر میں 24 گھنٹوں کے دوران ڈینگی کے 28 کیسز رپورٹ
NEUTRAL,"کینسر سے بغیر علاج بھی نجات ممکن ہے، مگر کیسے؟"
POSITIVE,کورونا وائرس سے بچاؤ کیلئے ایک اور نیا طریقہ دریافت
POSITIVE,"‘ پھل اور سبزیاں کھلائیں، بچوں کو ذہین بنائیں’"
POSITIVE,کھانسی کی وجوہات اور اس کا آسان حکیمی علاج
NEGATIVE,کرونا وائرس: سگریٹ نوشی کے عادی افراد خطرے میں
NEGATIVE,ہر 3 میں سے 1 مریض کو لانگ کووڈ کی علامت کا سامنا
NEGATIVE,پاکستان میں ہونے والی ہر پانچویں موت کی وجہ امراض قلب
NEGATIVE,کرونا وائرس: سگریٹ پینے والوں کے لیے بری خبر
POSITIVE,مختلف مشروبات کے ذریعے وزن میں کمی ممکن
POSITIVE,کورونا کے علاج کی دوا: فائزر نے بڑا اعلان کردیا
NEUTRAL,بوسٹر شاٹ: ایک شخص کا 2 مختلف کورونا ویکسین کی خوراکیں لینا کیسا؟ ماہرین نے بتا دیا
POSITIVE,ڈیری مصنوعات کے استعمال کا فائدہ سامنے آگیا
NEUTRAL,اونٹ کرونا وائرس کے خاتمے میں کس طرح مددگار ہوسکتے ہیں؟
NEUTRAL,مصنوعی ذہانت سے کورونا کا علاج کس طرح ممکن ہے؟ محققین کا نیا انکشاف
NEGATIVE,پاکستان میں ہر سال ریبیز سے ہزاروں اموات رپورٹ
NEUTRAL,کیا ناشتے میں چا کلیٹ کھانے سے وزن گھٹتا ہے؟
NEUTRAL,ہاتھ پیر اکثر سُن کیوں ہوجاتے ہیں
NEUTRAL,کووڈ ویکسی نیشن کے بعد مضر اثرات ظاہر نہ ہونے کے حوالے سے اہم تحقیق
POSITIVE,ایک اور چینی ویکسین بچوں کے لیے محفوظ قرار
POSITIVE,ہلدی ملا دودھ متعدد موذی امراض سے تحفظ میں معاون
NEGATIVE,اسلام آباد میں ڈینگی کیسز میں اضافہ
POSITIVE,"سیب، ناشپاتی اور بیریاں بلڈ پریشر کنٹرول کرنے میں انتہائی مفید قرار"
NEUTRAL,خالی پیٹ کونسی غذائیں مفید اور کون سی نقصان دہ
POSITIVE,روزانہ 4 اخروٹ کھانے کے بے شمار فوائد
POSITIVE,ہیلتھ ورکر نے انسداد پولیو ڈیوٹی کے دوران بچے کو جنم دے دیا
POSITIVE,سائنوویک ویکسین سنگین بیماری کے خلاف انتہائی مؤثر ثابت
NEGATIVE,"تحقیق: کورونا مریضوں میں مدافعتی نظام خود ہی خطرہ بن گیا، ہوشربا انکشافات"
POSITIVE,سیلف ڈیفنس : حملے کی صورت میں ہاتھ اور بال چھڑانے کے طریقے
NEUTRAL,"کورونا اور ڈینگی کی ملتی جلتی علامات، فرق کیسے تلاش کریں؟"
NEGATIVE,"نیند کی کمی، صحت بخش کھانوں سے روکتی ہے"
POSITIVE,‘شناختی کارڈ میں بلڈ گروپ کے کوائف بھی شامل کیے جائیں’
NEUTRAL,سر کی چوٹ: عباسی شہید اسپتال کی انتظامیہ کا انوکھا فیصلہ
POSITIVE,"جانئے، وہ پھل جو کینسر کے خلاف دوا جیسا کام کرتے ہیں"
NEUTRAL,ہر سال 70 لاکھ لوگ قبل از وقت کیوں مر جاتے ہیں؟
NEGATIVE,"کرونا سے صحتیاب افراد کو نئی پریشانی لاحق، چونکا دینے والی تحقیق"
NEGATIVE,کرونا وائرس: طبی ماہرین نے حاملہ خواتین کیلئے خطرے کی گھنٹی بجادی
NEUTRAL,ناخن چبانے کی عادت شخصیت کے بارے میں کیا بتاتی ہے؟
POSITIVE,بالوں کو گرنے سے روکنے کا آسان گھریلوعلاج
POSITIVE,"صبح‌ اٹھنے کے بعد تھکاوٹ، سستی اور کاہلی کی وجہ سامنے آگئی"
POSITIVE,"دل کی بے قاعدہ دھڑکن، علاج کے لئے جدید ٹیکنالوجی متعارف"
POSITIVE,دبئی: لانگ کووڈ سے متاثرہ افراد کو نئی سہولت فراہم کردی گئی
NEGATIVE,"خبردار! کم سونے والے افراد خطرناک بیماری کا شکار ہوسکتے ہیں، تحقیق"
NEGATIVE,پینڈیمک اور اینڈیمک میں فرق !! ماہرین نے بڑے خدشے کا اظہار کردیا
NEUTRAL,جانسن اینڈ جانسن ویکسین کی ایک خوراک ناکافی؟
POSITIVE,کینسر کے مریضوں کے لیے بھی کووڈ ویکسی نیشن مؤثر قرار
NEUTRAL,ہاتھ اور پاؤں اکثر سُن کیوں‌ ہوجاتے ہیں؟
POSITIVE,بڑھتی عمر میں دماغی تنزلی! ان امور کی انجام دہی دماغی صحت کیلئے بہترین قرار
POSITIVE,صحت کا خزانہ : شریفے کے طبی فوائد
NEUTRAL,فائزر کرونا ویکسین پانچ سے 11 برس کے بچوں کے لیے محفوظ؟
NEGATIVE,کرونا ویکسین اولاد پیدا کرنے کی صلاحیت پر اثر نہیں کرتی: این سی او سی
NEUTRAL,کورونا وائرس دماغ پر کس طرح اثرانداز ہوتا ہے؟
NEUTRAL,کرونا ویکسینیشن: امریکی جریدے نے متنبہ کردیا
NEUTRAL,کرونا کے خلاف موڈرنا زیادہ مؤثر ہے یا فائزر؟ نئی تحقیق سامنے آگئی
NEGATIVE,بھارت میں پُراسرار بیماری بچوں کی زندگیاں نگلنے لگی
POSITIVE,دھوپ سے کملائی ہوئی جلد کو بحال کرنا بے حد آسان
NEUTRAL,ابوظبی: فائزر ویکسین کی بوسٹر ڈوز سے متعلق اہم معلومات
POSITIVE,"زندگی میں خوشی کیلئے پھل، سبزیاں اور ورزش لازمی قرار"
NEUTRAL,ایف ڈی اے کے مشاورتی پینل کی بوسٹر ڈوز سے متعلق اہم سفارش
POSITIVE,خطرناک دماغی بیماری ‘ الزائیمرز ‘ سے متعلق اہم تحقیق منظرعام پر
NEUTRAL,روز مرہ کی خوراک میں یہ تبدیلی آپ کو خوش باش رکھ سکتی ہے
NEUTRAL,کیا بچوں کو کورونا ویکسین لگوانی چاہیے ؟؟
POSITIVE,کیا آپ بھی الجھنوں کا شکار ہیں؟ دماغی بہتری کیلئے ان مشوروں پر عمل کریں
NEUTRAL,کیا وٹامن ڈی کووڈ 19 کی شدت میں کمی کرسکتا ہے؟
POSITIVE,چینی ویکسین 3 سال کے بچوں کے لیے بھی قابل استعمال قرار
POSITIVE,دانتوں میں کیڑا لگنے کی وجوہات اور اس کا علاج
NEGATIVE,انٹرنیٹ کے استعمال کی عادت سے انسانی وجود پر پڑنے والے اثرات!
NEUTRAL,موڈرنا ویکسین کی افادیت کتنی ہے؟
NEGATIVE,بچوں میں کووڈ 19 لاحق ہونے کے خطرات میں اضافہ
POSITIVE,کرونا سے متاثرہ افراد میں بیماری کی شدت کی بڑی وجہ سامنے آگئی
POSITIVE,دل کے دورے سے بچنے کیلئے یہ آسان طریقے اپنائیں!
NEUTRAL,کیا کرونا سے صحت یاب مریضوں پر دوبارہ وائرس کے حملے کا خطرہ ہے؟
NEUTRAL,ایسا حیرت انگیز دانت جو اپنی صفائی خود کرتا ہے؟
NEUTRAL,موٹاپے کی بڑی وجہ کھانا ہے یا کچھ اور؟ چونکا دینے والا انکشاف
POSITIVE,جدید بلڈ ٹیسٹ : علامات سے قبل خطرناک مرض کی تشخیص ممکن
NEUTRAL,موڈرنا ویکسین لگوانے سے کتنے عرصے کا تحفظ مل سکتا ہے؟
POSITIVE,خشک خوبانی کے وہ فوائد جنہیں جان کر آپ حیران رہ جائیں
POSITIVE,وہ غذائیں جو آپ کا ڈپریشن کم کر سکتی ہیں
NEUTRAL,کیا ذیابیطس سے نجات پانا ممکن ہے؟
NEUTRAL,کورونا ویکسین کی کتنی خوارکیں ضروری ہیں؟
NEUTRAL,اجتماعی قوتِ مدافعت یا ہرڈ ایمیونٹی کیا ہے؟
NEUTRAL,’ٹی بیگ‘ کی چائے پینے والے خبردار
POSITIVE,"جانئے، سرسوں کے تیل میں پوشیدہ صحت کے خزانے"
POSITIVE,"طبی انقلاب: خون کے ٹیسٹ سے کینسر کی آسان تشخیص، ڈیڑھ لاکھ افراد پر تجربہ شروع"
NEGATIVE,کرونا کی ڈیلٹا قسم کے متاثرین سے متعلق پریشان کن انکشاف
NEGATIVE,بہت زیادہ فراغت بھی نقصان کا باعث بن سکتی ہے
POSITIVE,کووڈ ویکسین کے حوالے سے مزید حوصلہ افزا تحقیقات
NEGATIVE,کرونا وائرس کی ایک اور قسم زیادہ خطرناک قرار
NEUTRAL,کورونا کی نئی شکلوں کے خلاف کونسی ویکسین مؤثر؟ سعودی وزارت صحت نے بتا دیا
NEUTRAL,کیا کرونا ویکسین دیگر خطرناک بیماریوں کے خلاف بھی موثر ہے؟ حقائق منظرعام پر
NEGATIVE,ویکسین نہ لگوانے والوں کی موت کا خطرہ گیارہ فیصد زیادہ
POSITIVE,لانگ کووڈ کی ممکنہ وجوہات دریافت
POSITIVE,کرونا مریضوں میں خون جمنے کی وجوہات دریافت
NEUTRAL,ادویات کا استعمال علاج کو مزید مشکل بنانے لگا !! لیکن کیسے ؟؟
NEUTRAL,روزانہ اخروٹ کھانے سے کولیسٹرول میں کمی ہوتی ہے یا زیادتی؟ تحقیق
NEUTRAL,خوب صورتی کے لیے انتہائی ضروری وٹامن کون سا ہے؟
NEGATIVE,استعمال شدہ ماسک بڑے خطرے کا سبب!
POSITIVE,"کون سی غذا کورونا وائرس کے حملے محفوظ رکھ سکتی ہے، نئی تحقیق"
POSITIVE,"کورونا ویکسین کا دوسرا بڑا فائدہ، سائنسدانوں نے خوشخبری سنادی"
POSITIVE,"فلو اور کورونا کے لیے ایک ہی خوراک پر مشتمل ویکسین، کمپنی کا بڑا اعلان"
NEGATIVE,"آپ کا بچہ اگر اچانک پنجوں پر چلنے لگا ہے تو خبردار ہو جائیں، وہ ایک تکلیف دہ بیماری میں مبتلا ہے"
POSITIVE,دوا کے بغیر ‘ہائی بلڈپریشر’ کو کنٹرول کرنے کے طریقے
NEGATIVE,"آسٹرازینیکا ویکسین سے فالج کا خطرہ، لیکن امکان نہایت کم"
POSITIVE,آپ کا شوق آپ کو کبھی بوڑھا ہونے نہیں دے گا
NEUTRAL,نیند کے مسائل یا کم خوابی سے چھٹکارا کیسے ممکن ؟
NEUTRAL,کورونا وائرس سے متعلق مختلف تحقیق میں نیا انکشاف!
POSITIVE,ایس آئی یو ٹی میں روبوٹک سرجری کا افتتاح
POSITIVE,پی آئی اے ملازمین کی پرانی مراعات کا سلسلہ ختم
NEGATIVE,کرونا وائرس: ملک بھر میں 3 ہزار سے زائد نئے کیسز رپورٹ
