LABELS,NEWS,SNO
NEUTRAL,اس تصویر میں کیا غلطیاں چھپی ہیں؟,4461
NEGATIVE,2 سال ورک فرام ہوم کے بعد دفتر بلانے پر 800 ملازمین مستعفی,4462
NEGATIVE,"گاڑی پلک جھپکتے عمارت میں جا گھسی، ویڈیو بچے نہ دیکھیں",4463
NEUTRAL,ویڈیو: خاتون کا گود میں لیے بچے کے ساتھ حیران کُن اقدام,4464
POSITIVE,"نوجوان نے اپنی زندگی خطرے میں ڈال کر بچی کی جان بچائی، دل دہلانے والی ویڈیو",4465
NEGATIVE,دلہا دلہن آگ کے شعلوں میں لپٹ گئے؟,4466
NEGATIVE,الیکٹریشن نے لڑکی سے ملنے کیلیے گاؤں کی بجلی کاٹ دی,4467
POSITIVE,"ملازم کی بہادری نے موبائل شو روم لٹنے سے بچالیا، ویڈیو دیکھیں",4468
NEGATIVE,بچے کی پیدائش نہ ہونے پر والدین بیٹے اور بہو کے خلاف عدالت پہنچ گئے,4469
NEUTRAL,"’نہیں، نہیں، بھائی اپن کو لینڈ کرادو‘ نوجوان کی قسمت بدل گئی",4470
NEGATIVE,ویڈیو: اسٹریٹ فائٹ نے سوشل میڈیا صارفین کو چکرا دیا,4471
POSITIVE,"فلمی سین حقیقت بن گیا، اناڑی شخص نے طیارہ لینڈ کرلیا",4472
NEGATIVE,ان پھٹے جوتوں کی قیمت آپ کے ہوش اڑا دے گی,4473
NEUTRAL,"اسکول میں موجود بچے کی گھر بیٹھے نگرانی کریں، لیکن کیسے ؟؟",4474
NEGATIVE,"ترکی میں دلہن نے دلہا کو زمین پر پٹخ دیا، ویڈیو وائرل",4475
NEUTRAL,"کون جھوٹی خبروں پر زیادہ یقین رکھتے ہیں، تحقیق میں حیرت انگیز انکشاف",4476
NEUTRAL,دوسری جماعت کی ریاضی کے اس سوال کا جواب دیں؟,4477
NEUTRAL,ماہی گیر کے جال میں عجیب و غریب سمندری مخلوق پھنس گئی,4478
NEGATIVE,"ایتھلیٹس نے پانی کی بجائے سینیٹائزر پی لیا، اسپتال منتقل",4479
POSITIVE,باراتیوں کے استقبال کے لیے ’جگاڑ اے سی‘ کی ویڈیو وائرل,4480
NEUTRAL,ویڈیو: حملہ آور سے بچنے کے لیے چمگادڑوں کی انوکھی تکنیک,4481
NEGATIVE,"زخمی تیندوا بے قابو:3پولیس اہلکاروں کو حملہ کرکے زخمی کردیا، ویڈیو وائرل",4482
NEUTRAL,کیا برمودا ٹرائی اینگل کا معمہ حل ہوگیا؟ تحقیق میں نیا انکشاف,4483
POSITIVE,ماں بیٹے نے مسافر طیارہ اڑا کر سب کے دل جیت لیے,4484
POSITIVE,آسٹریلیا لے گا اب ڈرون سے منفرد کام,4485
NEGATIVE,"بجلی جانے سے دلہنیں تبدیل، غلط دلہوں سے شادی ہوگئی",4486
NEUTRAL,امریکی یونیورسٹی میں ٹک ٹاک کی کلاسز,4487
NEGATIVE,سڑک کنارے کنوئیں کے دہانے میں گھوڑا پھنس گیا,4488
NEGATIVE,ویڈیو: بلیک ہول کی دل دہلا دینے والی آواز,4489
NEGATIVE,"شور شرابے کی شکایت پر شادی والے گھر پہ چھاپہ، پولیس خود بھی ڈانس میں مصروف ہوگئی",4490
NEGATIVE,خاتون نے پراٹھا منگوایا سانپ لپٹ کر آگیا,4491
NEGATIVE,خاتون سب انسپکٹر نے منگیتر کو ہار کی جگہ ہتھکڑی پہنا دی,4492
NEGATIVE,"آسمان اچانک ‘خونی’ ہوگیا؟ لوگ خوفزدہ، ویڈیو نے دل دہلا دیے",4493
NEUTRAL,ایک بلی ان لکڑیوں پر کہاں سوئی ہوئی ہے؟ ذہین لوگ بتائیں,4494
NEUTRAL,جھاڑی میں بیٹھے شیر کا اصل روپ کیا ہے؟ جان کر آپ حیران رہ جائیں گے,4495
NEUTRAL,آپ زندگی میں کامیاب ہوں گے یا ناکام؟ یہ تصویر بتائے گی,4496
POSITIVE,پانچ ہزار سال پرانا ترقی یافتہ شہر دریافت : حیرت انگیز تصاویر,4497
POSITIVE,شادی کے کارڈ پر عمران خان سے محبت کا انوکھا اظہار,4498
NEUTRAL,کیا ڈائنا سار زمین پر واپس آگئے ہیں؟ ویڈیو وائرل,4499
POSITIVE,ایک ایسا کام جس سے قیدیوں کی سزا کم ہو سکتی ہے,4500
NEUTRAL,نظر کا وہم : یہ سکہ آپ کی آنکھوں کے سامنے سے غائب ہوجائے گا,4501
NEUTRAL,‘آنکھوں کی گستاخیاں’ دلہن کی ویڈیو وائرل,4502
NEUTRAL,مسافر چلتے جہاز کے پروں پر چلنے لگا,4503
NEGATIVE,ملازمہ نے چوری کے ثبوت مٹانے کیلیے گھر کو ہی آگ لگادی,4504
NEGATIVE,"مردہ قرار دیا گیا شخص زندہ ہوگیا لوگ خوفزدہ، ویڈیو وائرل",4505
NEGATIVE,"ڈکیتی کی کوشش کے دوران ڈاکو ہلاک، ویڈیو وائرل",4506
NEUTRAL,"جنگل کا بادشاہ ایک چھڑی سے ڈر گیا، لیکن کیوں ؟ ویڈیو دیکھیں",4507
NEGATIVE,"اناڑی پائلٹ جہاز لے کر اڑ گیا، پھر کیا ہوا؟",4508
POSITIVE,ہندو بہنوں نے عید گاہ  کے لیے لاکھوں روپے عطیہ کردیے,4509
POSITIVE,مسلمان ٹرک ڈرائیور راتوں رات کروڑ پتی بن گیا,4510
NEGATIVE,ویڈیو: شہری کو خاتون کو پروپوز کرنا مہنگا پڑ گیا؟,4511
NEGATIVE,شوہر کی قبر پر سالگرہ: منظر دیکھ کر بیوی کے ہوش اڑ گئے,4512
NEUTRAL,ذہنی آزمائش: تصویر میں چھپے نمبرز بتائیں!,4513
POSITIVE,"معمر شخص نے سیکنڈز میں ریس جیت لی، ویڈیو وائرل",4514
NEGATIVE,ویڈیو: امریکا میں ’طوفانی بگولے‘ نے تباہی مچادی,4515
POSITIVE,"دنیا کا سب سے لمبا شیشے والا پل عوام کیلیے کھل گیا، ویڈیو وائرل",4516
POSITIVE,"مچھلیوں کے ساتھ چہل قدمی، یوٹیوبر نے کمال کردیا",4517
NEUTRAL,"ٹیٹو بنوانے کا جنون، تصاویر دیکھ کر آپ حیران رہ جائیں‌ گے",4518
POSITIVE,"پالتو بطخ نے خاتون کی لاش کا ٹھکانہ بتا دیا، دو ملزمان پکڑوا دیے",4519
NEGATIVE,دو اژدہوں کے ساتھ ڈانس کرتے ہوئے خوفناک ویڈیو وائرل,4520
NEGATIVE,کم عمر چور نے پولیس سے بچنے کے لیے چلتی گاڑی سے چھلانگ لگا دی,4521
POSITIVE,"دوست کو بچانے کے لیے کتے نے خود کو خطرے میں ڈال دیا، ویڈیو وائرل",4522
NEUTRAL,تیرتے ہوئے شہر کا خیال حقیقت بن جائے گا؟,4523
NEUTRAL,ورزش کرتے شخص کے ساتھ کیا ہوا؟ ویڈیو وائرل,4524
NEGATIVE,بھارت میں خواتین پر حملے کرنے والے بندر کی تلاش,4525
POSITIVE,"خاتون نے کفایت شعاری کی مثال قائم کردی، سوشل میڈیا پر خوب تعریف",4526
NEUTRAL,"سانپ سے مماثلت رکھنے والی 13 فٹ لمبی مچھلی ساحل پر آگئی، ویڈیو وائرل",4527
POSITIVE,"شیروں کا جتھہ زرافے پر حملہ آور، زرافے نے کیسے جان بچائی؟",4528
POSITIVE,"پرانے کچن کیبنٹ میں کروڑوں روپے، بزرگ نے ایمانداری کی مثال قائم کردی",4529
NEUTRAL,ذہانت کا امتحان : کیا آپ تصویر میں چھپے چہرے ڈھونڈ سکتے ہیں؟,4530
NEGATIVE,"دلہا اور دلہن نے ایک دوسرے پر تھپڑ برسا دیے، ویڈیو وائرل",4531
NEUTRAL,خاتون کی گاڑی کے بونٹ پر روٹی پکانے کی ویڈیو وائرل ہوگئی,4532
NEUTRAL,غائب کرنے والے لباس کی تیاری کے لیے امریکا کا حیران کن منصوبہ,4533
NEGATIVE,آدمی نے بیچ سڑک میں اپنی نئی موٹر سائیکل کو آگ کیوں لگائی؟ ویڈیو وائرل,4534
NEUTRAL,ننھے پوتے نے اپنی دادی کی روح دیکھ لی ؟ ویڈیو دیکھیں,4535
NEGATIVE,"چور نے کرین سے ’اے ٹی ایم‘ اکھاڑ دی، ویڈیو وائرل",4536
NEUTRAL,تصویر میں چھپا ’ریچھ‘ تلاش کریں؟,4537
NEGATIVE,"پائلٹوں کی دوران پرواز طیارے تبدیل کرنے کی کوشش ناکام، ویڈیو وائرل",4538
POSITIVE,ماں نے بچے کو ٹرک کے نیچے آنے سے بچا لیا,4539
POSITIVE,ساحل پر پھنسی شارک کو کیسے بچایا گیا؟ ویڈیو وائرل,4540
POSITIVE,"کپڑے فروخت کرنے کا منفرد انداز، ویڈیو وائرل",4541
NEGATIVE,"خوفناک شارک نے فوٹوگرافر کا کیمرہ نگل لیا، آگے کیا ہوا ؟؟ ویڈیو دیکھیں",4542
NEGATIVE,بغیر اجازت سموسہ کھانے پر ایک شخص قتل,4543
NEGATIVE,دس سالہ بچی خالہ کے گھر سے نکلنے کے بعد پراسرار طور پر قتل,4544
NEUTRAL,جرمنی کے پارک میں موجود خنزیر ‘پیوٹن’ کا نام کیوں تبدیل کیا گیا ؟,4545
NEUTRAL,پیک مین گیم کے تمام راؤنڈز مکمل کرنے والا شخص,4546
NEUTRAL,باس نے ملازمین کے موبائل کی چارجنگ کا اسکرین شاٹ مانگ لیا,4547
POSITIVE,کمسن بچے نے والد کو لکھ پتی بنا دیا,4548
NEUTRAL,چھٹی حِس کیسے کام کرتی ہے؟,4549
NEUTRAL,عمران خان کے ٹویٹر اسپیس میں عرفان جونیجو کا کمنٹ وائرل,4550
POSITIVE,"برساتی نالے میں پھنسے جانور کو مزدوروں نے کمال مہارت سے بچالیا، ویڈیو وائرل",4551
POSITIVE,"سو سالہ شخص کا بڑا کارنامہ، نام گنیز بک میں شامل",4552
NEGATIVE,"خونخوار چیتے کا شہریوں پر حملہ : پولیس اہلکار زخمی، ویڈیو دیکھیں",4553
NEGATIVE,"خاتون کال سنتے ہوئے گٹر میں جا گری،پھر کیا ہوا ؟ ویڈیو وائرل",4554
NEUTRAL,"کبوتر کی حرکت نے دیکھنے والوں کو حیرت زدہ کردیا، ویڈیو وائرل",4555
POSITIVE,کل آسمان پر ایک نایاب منظر دیکھا جائے گا,4556
POSITIVE, ,4557
NEUTRAL,یہ ’کافی‘ نہیں تو پھر کیا ہے؟ لوگ حیران,4558
POSITIVE,"خاتون صحافی کی رپورٹنگ کا انوکھا انداز، دلچسپ ویڈیو وائرل",4559
NEUTRAL,"ریچھ کا خاندان گھر کے نیچے سوتا رہا، گھر والوں کے ہوش اڑ گئے",4560
NEUTRAL,کے جی ایف ٹو کا ڈائیلاگ مداح نے شادی کارڈ پر لکھوا لیا,4561
NEGATIVE,مائیک ٹائسن نے دوران پرواز مداح پر مکے برسا دیے,4562
POSITIVE,"ڈکیت نے عین وقت پر واردات سے توبہ کرلی، ویڈیو وائرل",4563
NEGATIVE,لوگوں کی جان بچانے والے ہیرو کو اپنی زندگی کے لالے پڑ گئے,4564
NEUTRAL,کیا آپ اس جملے کو پڑھ سکتے ہیں؟,4565
POSITIVE,خاتون صحافی کی منفرد انداز میں رپورٹنگ کی ویڈیو وائرل,4566
NEUTRAL,شہری نے بائیک سے کئی گنا مہنگی نمبر پلیٹ خرید لی,4567
POSITIVE,"ہاتھی کی مہارت دیکھ کر لاکھوں لوگ حیران، ویڈیو وائرل",4568
POSITIVE,"لڑکی ٹرین کے نیچے آکر بھی بچ گئی، ویڈیو وائرل",4569
NEGATIVE,دانت کے درد میں مبتلا شخص ’ڈرل بٹ‘ نگل گیا,4570
NEUTRAL,"دنیا کا تنہا ترین گھر ‘برائے فروخت’، قیمت جان کر آپ حیران رہ جائیں گے",4571
NEUTRAL,اس تصویر میں ’گلہری‘ کہاں چھُپی ہے؟,4572
POSITIVE,دشمن کے ڈرون کو ناکارہ بنانے والا ‘ ڈرون’ تیار,4573
POSITIVE,"نمک کے بغیر کھانا نمکین اور ذائقے دار بنائیں، حیران کن ایجاد",4574
NEGATIVE,جرمنی میں چور بے قابو : سوا لاکھ سائیکلیں غائب,4575
NEGATIVE,کار خود چلتی ہوئی دریا میں جاگری؟ لیکن کیسے ؟,4576
NEUTRAL,ایلون مسک اب تک اپنا گھر کیوں نہیں خرید سکے؟,4577
POSITIVE,دو مسافروں نے طیارے کو بڑے حادثے سے بچالیا,4578
POSITIVE,بھارت میں رشتے داروں کا دلہے کو انوکھا تحفہ,4579
NEGATIVE,گھنے جنگل میں دلہن کو دیکھ کر خوف سے رونگھٹے کھڑے ہوگئے,4580
NEGATIVE,"بیوی سے جھگڑے کے بعد شوہر کا خوفناک اقدام، ویڈیو وائرل",4581
POSITIVE,بچوں کے نام رکھ کر خاتون لکھ پتی بن گئی,4582
POSITIVE,"بہادر آدمی نے جان پر کھیل کر ‘ بھیڑئیے’ کو بچالیا، ویڈیو وائرل",4583
POSITIVE,"اسمارٹ فون نے یوکرینی فوجی کی جان بچالی، ویڈیو وائرل",4584
NEUTRAL,"چیتا کشتی سے دریا میں کود گیا، ویڈیو وائرل",4585
NEUTRAL,"طوطے نے ناقابل یقین کام کر دکھایا، ویڈیو وائرل",4586
POSITIVE,ماں کی ممتا : ہتھنی نے اپنے بچے کو بہتی ندی سے کیسے نکالا؟ ویڈیو وائرل,4587
NEGATIVE,سفاک ملزم نے فون استعمال کرنے کیلیے مقتول کا انگوٹھا کاٹ لیا,4588
NEGATIVE,"وہ لمحہ جب چیئر لفٹ جھٹکے سے ٹوٹ گئی، دل دہلا دینے والی ویڈیو",4589
NEUTRAL,اس تصویر میں کتنے شیر ہیں؟,4590
NEGATIVE,"نوجوان چلتی گاڑی سے گر گیا، ویڈیو منظرعام پر آگئی",4591
POSITIVE,183 جانوروں کو زندہ حالت میں فریز کرنے والا گرفتار,4592
NEGATIVE,"کئی سو فٹ کی بلندی پر 2 افراد کا عقاب سے ٹکراؤ، خوفناک صورتحال",4593
NEUTRAL,اہرام مصر کی تعمیر کیسے ہوئی؟ اہم راز سامنے آگیا,4594
NEUTRAL,پٹرول مفت ملے گا مگر ایک شرط پر؟,4595
NEGATIVE,"امریکا میں 72 فٹ چوڑا ’جہنم کا منہ‘ کھل گیا، تصاویر وائرل",4596
NEGATIVE,"علاج نہیں کراؤنگا، مریض کا ڈاکٹر پر جان لیوا حملہ",4597
POSITIVE,"بدتمیزی کرنے پر خاتون کے ہاتھوں نوجوان کی پٹائی، ویڈیو وائرل",4598
NEUTRAL,"کرکٹ میں رنز بنانے کا انوکھا طریقہ، ویڈیو وائرل",4599
NEGATIVE,اپنے چہرے کو ’شیطان‘ جیسا بنانے والے شخص نے کان بھی کاٹ دیے,4600
NEGATIVE,"سالگرہ منانے کا خوفناک انداز، ویڈیو دیکھنے والے دم بخود رہ گئے",4601
POSITIVE,ایک تنے پر سینکڑوں ٹماٹر اگانے کا عالمی ریکارڈ,4602
NEUTRAL,مرتے ہوئے شخص کو دکھائی دینے والے مناظر کی حقیقت کیا ہے؟,4603
NEGATIVE,"گوگل میپ میں سر کٹا شخص نظر آگیا، لوگ خوفزدہ",4604
